match_id,radiant_win
3071feff2631bd8ca93d0d182e5b9249,0.35980394636267177
785b46a41ad7fc643b2fe870e18435e9,0.124212379144025
4856a3ccfd84dbd0ab25c0529815978e,0.6199909107331887
bea45c19efef0f86c03a70280380185d,0.9561079343278799
77859b5baddd3a6d0cb05721d9494456,0.8536613289560504
d4836ded454f3dadcc8a0df5b001414e,0.9175867751923169
cbdf88dc6db6addfd8f0a732d358f20b,0.08760917082643661
ee74b0df022f101ff0a5efd8f6b4477f,0.9849270858441141
b3a510ac8bc0ebc504fa554e4645a2e7,0.9810485691512774
d7e4aaa8ad5a0e57547e3e99440474f8,0.947859123205746
cb6fa7b40e875d861775c82e45fd704b,0.5832691364106104
176a13e5bfc8e31b07be2292959309bb,0.6299148416051761
36f5abc446a28854a87442bbd229f353,0.9377925685344181
39da775ae780e2c07b83483136d5c319,0.9330152320741498
bd4c3f5d0593caf25aa14743e8f9b862,0.1531799641678191
9e8838407ff66c741f724dd1aba1cbb5,0.7342391765084262
4d8c89c21d1e881c00dd877ed0be15a6,0.5803245196879033
8d3fa3030647ac285211e127d6f20c33,0.639132810111822
dcef527aa428d5cfc30f421dd650c050,0.519673689883074
c82a4a8f864a116a8891d5ef6347ee9e,0.3162902407639426
ddac871f58673c683b4da0896cbd8f82,0.07664444151458898
9a81cab7a333fa5dd7e7774e7d8b5f8e,0.06483745847181699
4ab7475162dd806ad562bd18b8d6d621,0.05694960367350617
8b09708c048564998d2101ef2c7b6296,0.6187977445363979
fdf3eb038beb60ba20405a64d7d2ffd2,0.46896854311611025
f89e70046a1a051ede56452be27829da,0.025303769749793037
13cf48099810f2902edcbf4bf6dbf3f3,0.24367227679201242
3a2cf23b2b8f668e7887ccc5ca87be24,0.27600678760374936
fc645ad628d37cefd6ca0b78a4552a06,0.11334299947411434
adcbcf03a730aef6d9134599acd816b3,0.5570537295904902
a215c6d4e0621c185e2ae1a120a29747,0.5522153431685999
3b49cc22a7cc2fdf3af413c476447c54,0.42254556133287385
73bb9015407787c926e9e34e7d77aad8,0.46247580377065556
42005c3e0012332c4e82ca434272d7be,0.6802314344344086
39c4f8edf6d3a2c4c17b03f472de9731,0.3866241471612122
25871cbcfe71095fb6abeacc82a28c24,0.4307359858088433
57c80136860208c0dbc8b68f6f5a95d4,0.9786512655087551
dace2b231a5edb49108b706c9dabfc23,0.8508100741171909
af389f5ce6377dbd92968e80f29c2891,0.6241532717513048
f71619a27a90bf1adb7c3b9516f89d15,0.02382448598324952
a11dc81898484c5ad1bfccea72f5fe9b,0.1630250486271231
6ab017af4675bab6362d80a695d5a90b,0.9705491168848317
6913b1047176127330aadfe6213a07f5,0.15603826722530287
8491dcfc3abc858777e849a39162ace8,0.6019884131972734
47f58811d1cd62017f062b3e38da50fe,0.5376688279997252
44047b43d439a7754c90da9d25952f1b,0.7011303905635908
061172f430b371f269fa055f15569823,0.7655010358915338
445e968f1775213d952b775186751a02,0.5998948386302466
7e627eee901fc7eae00792b49d9f95fe,0.7615938451466234
efeb770c78f087839c6229e80ba08cea,0.9668342485424233
39195928c38c35fde25ed5565256abf1,0.5289340753602876
63e682fb73771f3a46e3671874466908,0.9612423163859988
c1cd5370822243d415b9e1d8cebabe76,0.4321333456051628
31e639c77d5ef07984c5bec1d6bfde29,0.6080892819237739
22e967bd3293a1f87cee86ed88b6abf5,0.7641678404014846
d5a5deec160c404db97588ecafe8b660,0.6768771881923908
3debc5ba3274da69bd7bb116ba976460,0.4170458261706737
cf0ce2ee64beb3b4604c72365fd14842,0.23086214495320537
d7bde70c10f38556d4d0b74e47d2e659,0.17266774716960523
1ce44b5b4e99ef39af3eae1e5fca0fc6,0.23795327966780572
770572e0a8d1fe16b94e248f06cea404,0.6881562850738222
44f9f30f38e8a8793f9d6e89abf02593,0.6108266777989558
e97780a26451a1c879d657e70329c272,0.7945100492083996
e319216a7d646f182af7772c62c0b231,0.5536080538519053
cb83fc7d0aff362322f1c161a7fe92e7,0.8480179629223066
2b22179554788f36b2cf9856853865a1,0.5743471146412767
ef8f4c20619b9071b3c4d2c15c9b05a0,0.24818803684005905
cba7590eef82f7c99fc7bcbf7c24de84,0.055243895901627656
f39885fbfd91b1961ea40e5bd05dad25,0.2302312268409307
7bd1ff3b0ace47e92c09f7e85c63c544,0.04177950927956848
d4f499c458c105f777f3613b4e2413e3,0.31590214972810454
acf360961f3f6879926ef029b8679deb,0.10671429326777813
26587c98ef2be2de79a1c42c7d41a8da,0.4650498955841574
05b1f934401e231275924d93e363a83f,0.47183605509489324
558050981785559640a237be1e62a1ca,0.02502061169562937
6e65b2ad4aa14196b465a034bd0e9150,0.4449668021007215
7cc55f89ae52502cd85af0c3f0d10469,0.6916097545417413
802d4a69250c225ffdfde25f9508445c,0.1454567167954392
d2f1b5f7fbaa4c1c418cc6d2c70f3711,0.7964476223339645
ed5fc3d92c469a397fcc8bf001901652,0.5897805149412241
e780f5d603fbce0bc798b9c249553a0f,0.3056521614935646
ad4908ccd8a622df4e4bc6751617c6cf,0.10302651686016961
51acef24946d543af31733a59b195bc3,0.9687977250833125
a7bccf94cf7fbb108d27a566bcff37ae,0.8669542398213689
7b7e319fd3eae8778df2efd82a47a9d5,0.5013192206989731
e724f636d2b7c40e68707f5e1ad8a6fa,0.49110924175442866
59dbbe7f900823aa635b5182e39767c2,0.18986266797984486
1569372491f14c783ec799515d2745c8,0.7355848965344797
a77f516222e930bc26c76da57c2a430e,0.466690987870547
de75b5a74594d813c38859c5a556216e,0.5613818362520817
e0e5b2811811eb3fb7c806c41d8c2b08,0.4730794858875206
53f5e175c1e6628a52344d165a7173b3,0.9017677715853264
6d63360684ae383bc8207e8d1fb2403f,0.2202243996509685
e233e0fbe566e7f2e4ce109d3ae8e021,0.10614809456964831
719a9ba53d5ff89f05a58118f22934c0,0.5157047854567234
d4729e9c35ec7173a5350d0d0fb9f179,0.7939590459167406
c7576827b90eba27f714582759c37730,0.1430144872503185
1d52ed9b0730c473a279672d2327f365,0.3360197198144965
d818bfb4059e39599e19be7f29476688,0.19121939272641444
c1a18efde5b61a84c339fe885a64e2d8,0.7423179593490782
f5d5467b4af23aa2be12d88c9fd2e7fc,0.893767295692281
78fe4292ca36ab7c405137f8094b179d,0.3038775604071612
b592c4e7005a7db4846ccbc764fd7c6d,0.7273095476709273
e9c7129058817d558a89ff5db0f6c401,0.9889563078383095
50e3b962007adad67e3ec66968256bc3,0.7768589441604073
5a9f8b6b0b8785300663f8650d9a7fbe,0.5240413358134473
9e2ac29db020cdd1cb20337bb9fc2261,0.5719320234799725
18a7c172af4f2d85f9390925adbbc3db,0.6150747463161937
25899cc6d7ed03e6f464c63ace21a87c,0.07091477812053634
d4619599e8fa00607f33490626632e22,0.6056118022005638
b59fa3167cf79cb465dc8481b1e97801,0.4279315728708471
ab3dfcb3e8313c4537af6bb4b8540ee2,0.8098001519334396
5757cc08bad22178a0d518df0fb36e6d,0.11133432236218771
4707c755ada98e26e4630122b4d19ace,0.1568340424604283
48c6023f6306cd29704fd666b027d32e,0.9821204445429942
e89240065bd47f53b0406edb4c6963e3,0.7834152455526111
7fdb17775d26820327c6a08a2f47399b,0.6836029353077006
eef7074bf8cc7781d0fa1c1ff492f72b,0.5719861275983367
fca3048febe9101abf2d61583718769f,0.5967240443603985
4433b014a24ac36691c10b1d5b512bea,0.689791091728452
